"","DOI","Title","trimmed_title","CombinedCites","CombinedAuthors","Year","Source","Publisher","ArticleURL","GSRank","DOI_missing","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL"
"74","10.1177/1948550617693064","Parochial empathy predicts reduced altruism and the endorsement of passive harm","parochial empathy predicts reduced altruism and th",126,"EG Bruneau, M Cikara, R Saxe",2017,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617693064",18,FALSE,126,21,42,3,6,"Empathic failures are common in hostile intergroup contexts; repairing empathy is therefore a major focus of peacebuilding efforts. However, it is unclear which aspect of empathy is …","https://journals.sagepub.com/doi/full/10.1177/1948550617693064","https://scholar.google.com/scholar?q=related:5pBMXreGEeEJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"75","10.1177/1948550617697175","What explains personality covariation? A test of the socioecological complexity hypothesis","what explains personality covariation a test of th",101,"AW Lukaszewski, M Gurven…",2017,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617697175",22,FALSE,101,16.83,34,3,6,"Correlations among distinct behaviors are foundational to personality science, but the field remains far from a consensus regarding the causes of such covariation. We advance a novel …","https://bura.brunel.ac.uk/bitstream/2438/18923/3/FullText.pdf","https://scholar.google.com/scholar?q=related:TFpu-PReNuwJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"76","10.1177/1948550617697176","Facial image manipulation: A tool for investigating social perception","facial image manipulation a tool for investigating",54,"CAM Sutherland, G Rhodes…",2017,"… and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617697176",41,FALSE,54,9,18,3,6,"Image manipulation of real face photographs, including averaging, morphing, and caricaturing, is widely used in studies of face perception. These methods have led to …","https://aura.abdn.ac.uk/bitstream/handle/2164/12700/Sutherland_et_al_SPSP_manipulation_AAM.pdf?sequence=1","https://scholar.google.com/scholar?q=related:vys19OjRHQkJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"77","10.1177/1948550617697177","Equivalence Tests: A Practical Primer for t Tests, Correlations, and Meta-Analyses","equivalence tests a practical primer for t tests c",1574,"D Lakens",2017,"Social psychological and personality science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617697177",1,FALSE,1574,262.33,1574,1,6,"Scientists should be able to provide support for the absence of a meaningful effect. Currently, researchers often incorrectly conclude an effect is absent based a nonsignificant …","https://journals.sagepub.com/doi/full/10.1177/1948550617697177","https://scholar.google.com/scholar?q=related:cNck8Y-6LbAJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"78","10.1177/1948550617697178","A hands-on guide to conducting psychological research on Twitter","a handson guide to conducting psychological resear",44,"SC Murphy",2017,"Social Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617697178",50,FALSE,44,7.33,44,1,6,"The rising popularity of social media has created valuable opportunities for researchers to quickly and cheaply tap large amounts of data on naturalistic social interactions. One of the …","https://www.researchgate.net/profile/Sean-Murphy-16/publication/315665721_A_Hands-On_Guide_to_Conducting_Psychological_Research_on_Twitter/links/5a178fbd4585155c26a78a32/A-Hands-On-Guide-to-Conducting-Psychological-Research-on-Twitter.pdf","https://scholar.google.com/scholar?q=related:-9kNKk8HcEgJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"79","10.1177/1948550617698201","The power of projection for powerless and powerful people: effect of power on social projection is moderated by dimension of judgment","the power of projection for powerless and powerful",4,"C Toma, V Yzerbyt, O Corneille…",2017,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617698201",98,FALSE,4,0.67,1,4,6,"Past social projection research has mainly focused on target characteristics as a moderator of projective effects. The current research considers the power of the perceiver and how it …","http://perso.uclouvain.be/vincent.yzerbyt/Toma%20et%20al.%20SPPS%202017.pdf","https://scholar.google.com/scholar?q=related:Ab_dDyTAXHEJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"80","10.1177/1948550617698202","Research methods for studying narrative identity: A primer","research methods for studying narrative identity a",321,"JM Adler, WL Dunlop, R Fivush…",2017,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617698202",4,FALSE,321,53.5,80,4,6,"This article provides a primer for researchers seeking an introduction to quantitative narrative research methods. It represents a consensus document of most common practices …","https://psyarxiv.com/cz3q3/download?format=pdf","https://scholar.google.com/scholar?q=related:6TR8fZlLSqYJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"81","10.1177/1948550617698203","Lie for a dime: When most prescreening responses are honest but most study participants are impostors","lie for a dime when most prescreening responses ar",276,"JJ Chandler, G Paolacci",2017,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617698203",5,FALSE,276,46,138,2,6,"The Internet has enabled recruitment of large samples with specific characteristics. However, when researchers rely on participant self-report to determine eligibility, data …","https://www.researchgate.net/profile/Travis-Ray/post/Suggestions-for-collecting-high-quality-Mturk-data/attachment/5f4584625dcc010001cd2dc7/AS%3A928534960824320%401598391394247/download/Chandler+%26+Paolacci%2C+2017.pdf","https://scholar.google.com/scholar?q=related:SDEqYmWGiygJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"82","10.1177/1948550617698204","How to test questions about similarity in personality and social psychology research: Description and empirical demonstration of response surface analysis","how to test questions about similarity in personal",165,"M Barranti, EN Carlson, S Côté",2017,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617698204",14,FALSE,165,27.5,55,3,6,"Social and personality psychologists are often interested in the extent to which similarity, agreement, or matching matters. The current article describes response surface analysis …","https://www.rotman.utoronto.ca/-/media/Files/Faculty-Bios/Stphane-Ct/Barranti-Carlson-Ct--SPPS-2017-RSApdf.pdf","https://scholar.google.com/scholar?q=related:8hrvneCpj98J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"83","10.1177/1948550617698205","Culture and self-esteem over time: A cross-temporal meta-analysis among Australians, 1978–2014","culture and selfesteem over time a crosstemporal m",43,"T Hamamura, BG Septarini",2017,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617698205",52,FALSE,43,7.17,22,2,6,"Self-esteem is increasing in the United States according to temporal meta-analyses of the Rosenberg Self-Esteem Scale. However, it remains unclear whether this trend reflects broad …","https://www.researchgate.net/profile/Takeshi-Hamamura/publication/316752482_Culture_and_Self-Esteem_Over_Time_A_Cross-Temporal_Meta-Analysis_Among_Australians_1978-2014/links/59ccaad50f7e9bbfdc4002e6/Culture-and-Self-Esteem-Over-Time-A-Cross-Temporal-Meta-Analysis-Among-Australians-1978-2014.pdf","https://scholar.google.com/scholar?q=related:H4nEL_uGHy4J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"84","10.1177/1948550617699250","The temporal stability of in-group favoritism is mostly attributable to genetic factors","the temporal stability of ingroup favoritism is mo",14,"GJ Lewis, TC Bates",2017,"… Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617699250",84,FALSE,14,2.33,7,2,6,"Twin studies of in-group favoritism have reported roughly equal influences of genetic and environmental factors. All, however, have solely relied on cross-sectional approaches …","https://www.researchgate.net/profile/Timothy-Bates-2/publication/317393170_The_Temporal_Stability_of_In-Group_Favoritism_Is_Mostly_Attributable_to_Genetic_Factors/links/5b9904394585153105805621/The-Temporal-Stability-of-In-Group-Favoritism-Is-Mostly-Attributable-to-Genetic-Factors.pdf","https://scholar.google.com/scholar?q=related:XZ8zZ-YoCKUJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"85","10.1177/1948550617699251","The face of suspicion: Suspicion of Whites' motives moderates mental representations of Whites","the face of suspicion suspicion of whites motives ",20,"EP Lloyd, JW Kunstman, T Tuscherer…",2017,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617699251",74,FALSE,20,3.33,5,4,6,"Because Whites use positivity to conceal bias, people of color may question whether Whites' positivity is genuine. We predicted that those suspicious of Whites' motives may mentally …",NA,"https://scholar.google.com/scholar?q=related:brJruIrpBjEJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"86","10.1177/1948550617699252","A longitudinal test of three theories of overconfidence","a longitudinal test of three theories of overconfi",27,"SC Murphy, FK Barlow…",2018,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617699252",68,FALSE,27,5.4,9,3,5,"This article presents a longitudinal test of three proposed functions of overconfidence. In a sample of 894 high school boys surveyed across two school years, we examined whether …","https://www.researchgate.net/profile/Sean-Murphy-16/publication/317392836_A_Longitudinal_Test_of_Three_Theories_of_Overconfidence/links/5add47ae458515c60f5f30d5/A-Longitudinal-Test-of-Three-Theories-of-Overconfidence.pdf","https://scholar.google.com/scholar?q=related:Tn4-Fy62Lx4J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"87","10.1177/1948550617699253","Practical suggestions for legal and ethical concerns with social environment sampling methods","practical suggestions for legal and ethical concer",41,"ML Robbins",2017,"Social Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617699253",57,FALSE,41,6.83,41,1,6,"The capabilities offered to psychology researchers by new technology have catapulted the field toward a deeper understanding of people's social experiences. However, it …",NA,"https://scholar.google.com/scholar?q=related:6u3XxQGNO18J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"88","10.1177/1948550617699254","Profit versus prejudice: harnessing self-interest to reduce in-group bias","profit versus prejudice harnessing selfinterest to",30,"MN Stagnaro, Y Dunham…",2018,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617699254",58,FALSE,30,6,10,3,5,"We examine the possibility that self-interest, typically thought to undermine social welfare, might reduce in-group bias. We compared the dictator game (DG), where participants …","https://drive.google.com/file/d/1c7vufcR95cox8C5El1T6sPX9Yeh1lJFy/view","https://scholar.google.com/scholar?q=related:ZR4YHhLIrxUJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"89","10.1177/1948550617699255","Education as an antidote to cynicism: A longitudinal investigation","education as an antidote to cynicism a longitudina",19,"O Stavrova, D Ehlebracht",2018,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617699255",81,FALSE,19,3.8,10,2,5,"Although cynical beliefs about human nature yield numerous adverse consequences for individuals' life outcomes and well-being, very little is known about factors that counteract …","https://journals.sagepub.com/doi/pdf/10.1177/1948550617699255","https://scholar.google.com/scholar?q=related:69nMdJPwx3cJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"90","10.1177/1948550617699256","The situational strength hypothesis and the measurement of personality","the situational strength hypothesis and the measur",3,"JH Lozano",2018,"Social Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617699256",101,FALSE,3,0.6,3,1,5,"This study attempted to test the situational strength hypothesis and to investigate the extent to which situational strength determines the trait level at which situations are more …",NA,"https://scholar.google.com/scholar?q=related:M9vr7vHoAdcJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"91","10.1177/1948550617703167","The effect of dislike on accuracy and bias in person perception","the effect of dislike on accuracy and bias in pers",30,"J Zimmermann, S Schindler, G Klaus…",2018,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617703167",53,FALSE,30,6,8,4,5,"The present work explores how accuracy and bias in person perception change with the level of liking that the perceiver holds toward the target person. Specifically, we studied …","https://core.ac.uk/download/pdf/270293445.pdf","https://scholar.google.com/scholar?q=related:VQIcpeXXlSAJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"92","10.1177/1948550617703168","Response speed and response consistency as mutually validating indicators of data quality in online samples","response speed and response consistency as mutuall",172,"D Wood, PD Harms, GH Lowman…",2017,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617703168",10,FALSE,172,28.67,43,4,6,"We examine the appropriateness of response speed and response consistency as data quality indicators within online samples. Across several inventories, results show that …",NA,"https://scholar.google.com/scholar?q=related:_AZ_ElEJm24J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"93","10.1177/1948550617703169","Barriers to multiculturalism: In-group favoritism and out-group hostility are independently associated with policy opposition","barriers to multiculturalism ingroup favoritism an",40,"R Perry, N Priest, Y Paradies…",2018,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617703169",38,FALSE,40,8,10,4,5,"Bias in favor of the in-group is a key determinant of discrimination and is thought to be largely independent of, and qualitatively distinct from, out-group hostility. One key difference …","https://www.researchgate.net/profile/Yin-Paradies/publication/326120006_Barriers_to_Multiculturalism_Ingroup_Favoritism_and_Outgroup_Hostility_are_Independently_Associated_with_Policy_Opposition/links/5b5b9be3aca272a2d6707150/Barriers-to-Multiculturalism-Ingroup-Favoritism-and-Outgroup-Hostility-are-Independently-Associated-with-Policy-Opposition.pdf","https://scholar.google.com/scholar?q=related:tlZokYHRtqcJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"94","10.1177/1948550617703170","A snapshot of the life as lived: Wearable cameras in social and personality psychological science","a snapshot of the life as lived wearable cameras i",63,"NA Brown, AB Blake…",2017,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617703170",37,FALSE,63,10.5,21,3,6,"Recent advances in mobile sensing technology provide innovative methods for understanding how individuals think, feel, and behave in vivo. Despite the utility of these …","https://journals.sagepub.com/doi/full/10.1177/1948550617703170","https://scholar.google.com/scholar?q=related:Pyw5RCmMyD4J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"95","10.1177/1948550617703171","The fluid perception of racial identity: The role of friendship groups","the fluid perception of racial identity the role o",12,"E Cooley, JL Brown-Iannuzzi, D Agboh…",2018,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617703171",90,FALSE,12,2.4,3,4,5,"Scholars view racial identity as a fluid social construction that can shift with time and context. But outside of academia, do people intuitively see racial identity as fluid or fixed? Four …",NA,"https://scholar.google.com/scholar?q=related:f07MtNbo6lIJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"96","10.1177/1948550617703172","Physical androgyny and categorization difficulty shape political conservatives' attitudes toward transgender people","physical androgyny and categorization difficulty s",50,"C Stern, NO Rule",2018,"… Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617703172",32,FALSE,50,10,25,2,5,"Researchers have recently begun to examine how categorization processes impact social evaluations. In two studies, we examined how sex categorization influences attitudes toward …","https://www.centenary.edu/files/resources/2017-nov-journal-club.pdf","https://scholar.google.com/scholar?q=related:hW8yecrLqBQJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"97","10.1177/1948550617703173","Is the lone scientist an American dream? Perceived communal opportunities in STEM offer a pathway to closing US–Asia gaps in interest and positivity","is the lone scientist an american dream perceived ",37,"ER Brown, M Steinberg, Y Lu…",2018,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617703173",37,FALSE,37,7.4,9,4,5,"The United States lags behind many Asian countries in engagement in science, technology, engineering, and mathematics (STEM). An unexplored factor in these country-level …","https://digitalcommons.unf.edu/cgi/viewcontent.cgi?article=1026&context=facultyshowcase","https://scholar.google.com/scholar?q=related:imvwOL1x5h8J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"98","10.1177/1948550617703174","Advancing research on cognitive processes in social and personality psychology: A hierarchical drift diffusion model primer","advancing research on cognitive processes in socia",50,"DJ Johnson, CJ Hopwood, J Cesario…",2017,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617703174",42,FALSE,50,8.33,13,4,6,"We provide a primer on a hierarchical extension of the drift diffusion model (DDM). This formal model of decisions is frequently used in the cognitive sciences but infrequently used …","https://journals.sagepub.com/doi/pdf/10.1177/1948550617703174","https://scholar.google.com/scholar?q=related:gYACXqNCv8UJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"99","10.1177/1948550617706731","Frogs, ponds, and culture: Variations in entry decisions","frogs ponds and culture variations in entry decisi",19,"K Wu, SM Garcia, S Kopelman",2018,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617706731",82,FALSE,19,3.8,6,3,5,"Would you rather be the big frog in a small pond or the small frog in a big pond? In three studies, we demonstrate that the entry preference depends on culture. Study 1 found a …","https://www.academia.edu/download/53601708/Wu__Garcia__Kopelman_SPPS_Frog-Pond.pdf","https://scholar.google.com/scholar?q=related:EW4SyJ9PB0oJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"100","10.1177/1948550617706732","Can people judge the veracity of their intuitions?","can people judge the veracity of their intuitions",10,"S Leach, M Weick",2018,"… Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617706732",93,FALSE,10,2,5,2,5,"People differ in the belief that their intuitions produce good decision outcomes. In the present research, we sought to test the validity of these beliefs by comparing individuals' self …","https://journals.sagepub.com/doi/pdf/10.1177/1948550617706732","https://scholar.google.com/scholar?q=related:yl42gVQHZx4J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"101","10.1177/1948550617707015","How many atheists are there?","how many atheists are there",131,"WM Gervais, MB Najle",2018,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617707015",6,FALSE,131,26.2,66,2,5,"One crucible for theories of religion is their ability to predict and explain the patterns of belief and disbelief. Yet, religious nonbelief is often heavily stigmatized, potentially leading many …","https://psyarxiv.com/edzda/download?format=pdf","https://scholar.google.com/scholar?q=related:tIp6ECYbnn0J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"102","10.1177/1948550617707016","Does a major earthquake change attitudes and well-being judgments? A natural experiment","does a major earthquake change attitudes and wellb",23,"S Oishi, F Kohlbacher, H Choi",2018,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617707016",62,FALSE,23,4.6,8,3,5,"Does a major natural disaster change life satisfaction? This study is a rare natural experiment, in which roughly half of the respondents completed the survey before and the …","https://www.researchgate.net/profile/Hyewon-Choi/publication/317681123_Does_A_Major_Earthquake_Change_Attitudes_and_Well-Being_Judgments_A_Natural_Experiment/links/59d92118458515a5bc262ad2/Does-A-Major-Earthquake-Change-Attitudes-and-Well-Being-Judgments-A-Natural-Experiment.pdf","https://scholar.google.com/scholar?q=related:06QKQ_ySmTIJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"103","10.1177/1948550617707017","Social distance increases perceived physical distance","social distance increases perceived physical dista",26,"AS Won, K Shriram, DI Tamir",2018,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617707017",50,FALSE,26,5.2,9,3,5,"Proximity, or spatial closeness, can generate social closeness—the closer people are together, the more they interact, affiliate, and befriend one another. Mediated communication …",NA,"https://scholar.google.com/scholar?q=related:moGIwbLW3yAJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"104","10.1177/1948550617707018","The relations between parental socioeconomic status, personality, and life outcomes","the relations between parental socioeconomic statu",73,"M Ayoub, SD Gosling, J Potter…",2018,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617707018",21,FALSE,73,14.6,18,4,5,"Studies have shown that cognitive ability is correlated with parental socioeconomic status (pSES). However, little is known about the correlation between personality and pSES. To …",NA,"https://scholar.google.com/scholar?q=related:I_n1XhYlCbkJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"105","10.1177/1948550617707019","I gave too much: Low self-esteem and the regret of sacrifices","i gave too much low selfesteem and the regret of s",25,"F Righetti, M Visserman",2018,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617707019",64,FALSE,25,5,13,2,5,"Low self-esteem is often related to interpersonal difficulties. In fact, low self-esteem people fear rejection and tend to adopt self-protection goals. In the present work, we tested the idea …","http://www.francescarighetti.com/s/SPPS707019-new.pdf","https://scholar.google.com/scholar?q=related:Zslr69KhR5oJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"106","10.1177/1948550617707020","Essentialism promotes racial prejudice by increasing endorsement of social hierarchies","essentialism promotes racial prejudice by increasi",129,"TM Mandalaywala, DM Amodio…",2018,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617707020",7,FALSE,129,25.8,43,3,5,"Why do essentialist beliefs promote prejudice? We proposed that essentialist beliefs increase prejudice toward Black people because they imply that existing social hierarchies …","https://journals.sagepub.com/doi/full/10.1177/1948550617707020","https://scholar.google.com/scholar?q=related:u4uD5_QF8x0J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"107","10.1177/1948550617707021","Will the real factors of prosociality please stand up? A comment on Böckler, Tusche, and Singer (2016)","will the real factors of prosociality please stand",12,"O Wilhelm, L Kaltwasser…",2018,"… and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617707021",91,FALSE,12,2.4,4,3,5,"Based on a large individual differences study, Böckler, Tusche, and Singer aimed to develop and psychometrically evaluate measurement procedures that capture individual differences …","https://www.academia.edu/download/89869149/Wilhelm_Kaltwasser_Hildebrandt_2017.pdf","https://scholar.google.com/scholar?q=related:LZOfsOM5BIUJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"108","10.1177/1948550617708013","Mere membership in racially diverse groups reduces conformity","mere membership in racially diverse groups reduces",36,"SE Gaither, EP Apfelbaum…",2018,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617708013",39,FALSE,36,7.2,12,3,5,"Three studies assessed the impact of White individuals' mere membership in racially diverse or homogeneous groups on conformity. In Study 1, White participants were randomly …","https://socialequity.duke.edu/wp-content/uploads/2019/10/Mere-Membership-in-Racially-Diverse-Groups-Reduces-Conformity.pdf","https://scholar.google.com/scholar?q=related:IJBkkQc28ZYJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"109","10.1177/1948550617708014","Black groups accentuate hypodescent by activating threats to the racial hierarchy","black groups accentuate hypodescent by activating ",34,"E Cooley, JL Brown-Iannuzzi…",2018,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617708014",48,FALSE,34,6.8,11,3,5,"One reason White people categorize Black–White Biracial people as Black (called hypodescent) is to maintain the existing racial hierarchy. By creating a strict definition of who …",NA,"https://scholar.google.com/scholar?q=related:Dto-F5oIorkJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"110","10.1177/1948550617708015","Explaining system missing: Missing data and experience sampling method","explaining system missing missing data and experie",25,"DC McLean, J Nakamura…",2017,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617708015",71,FALSE,25,4.17,8,3,6,"Missing values are nearly inescapable within social science research. The problem of missing data is especially troubling in longitudinal and intensive longitudinal studies when …",NA,"https://scholar.google.com/scholar?q=related:5rRV5cpieGcJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"111","10.1177/1948550617708016","The struggle over political power: Evaluating immigrants' political party representation","the struggle over political power evaluating immig",10,"M Verkuyten",2018,"Social Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617708016",92,FALSE,10,2,10,1,5,"Demographic changes lead to growing political power of immigrants and their children, which raises important social psychological questions. In a survey experimental study …","https://journals.sagepub.com/doi/full/10.1177/1948550617708016","https://scholar.google.com/scholar?q=related:bDh3lCHlFxIJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"112","10.1177/1948550617709112","Strangers in a stadium: Studying group dynamics with in vivo behavioral tracking","strangers in a stadium studying group dynamics wit",7,"JC Jackson, D Bilkey, J Jong…",2017,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617709112",94,FALSE,7,1.17,2,4,6,"Social group dynamics are a defining topic of psychological science, yet the field still lacks methods of tracking groups with precision and control. Previous methods have been …","https://pureportal.coventry.ac.uk/files/11510501/IBT_SPPS_Final_Revised_03_09_2017.pdf","https://scholar.google.com/scholar?q=related:_aMI8gm0MmcJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
