"","DOI","Title","trimmed_title","CombinedCites","CombinedAuthors","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","DOI_missing","CitationURL","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL"
"201","10.1177/0146167218764656","Religion as an exchange system: The interchangeability of God and government in a provider role","religion as an exchange system the interchangeabil",24,"M Zuckerman, C Li, E Diener",2018,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218764656","https://scholar.google.com/scholar?cites=6922945041420232106&as_sdt=2005&sciodt=0,5&hl=en",76,FALSE,NA,24,4.8,8,3,5,"An exchange model of religion implies that if a secular entity such as government provides what people need, they will be less likely to seek help from supernatural entities. Controlling …",NA,"https://scholar.google.com/scholar?q=related:qqVn-dU9E2AJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"202","10.1177/0146167218764658","Narcissism and self-versus recipient-oriented imagery in charitable giving","narcissism and selfversus recipientoriented imager",16,"E Kang, A Lakshmanan",2018,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218764658","https://scholar.google.com/scholar?cites=2250965881755909667&as_sdt=2005&sciodt=0,5&hl=en",96,FALSE,NA,16,3.2,8,2,5,"Prior research documents extensively that high-narcissism individuals largely tend to be self-centered and often lack empathy. This research outlines the charitable appeal types that can …",NA,"https://scholar.google.com/scholar?q=related:I76VF4sJPR8J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"203","10.1177/0146167218764659","The signs and significance of personality coherence in personal stories and strivings","the signs and significance of personality coherenc",15,"MA Fournier, M Dong, MN Quitasol…",2018,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218764659","https://scholar.google.com/scholar?cites=14475419176657392712&as_sdt=2005&sciodt=0,5&hl=en",93,FALSE,NA,15,3,4,4,5,"The concept of personality coherence refers to the extent of psychological unity and wholeness embodied within each individual. In the present research, we examined the …","https://www.researchgate.net/profile/Matthew-Quitasol/publication/324360064_The_Signs_and_Significance_of_Personality_Coherence_in_Personal_Stories_and_Strivings/links/5acb7360a6fdcc8bfc85d96c/The-Signs-and-Significance-of-Personality-Coherence-in-Personal-Stories-and-Strivings.pdf","https://scholar.google.com/scholar?q=related:SJSKDwwF48gJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"204","10.1177/0146167218764663","Are the motivational effects of autonomy-supportive conditions universal? Contrasting results among Indians and Americans","are the motivational effects of autonomysupportive",66,"R Tripathi, D Cervone, K Savani",2018,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218764663","https://scholar.google.com/scholar?cites=10170917440459620699&as_sdt=2005&sciodt=0,5&hl=en",23,FALSE,NA,66,13.2,22,3,5,"In Western theories of motivation, autonomy is conceived as a universal motivator of human action; enhancing autonomy is expected to increase motivation panculturally. Using a novel …","https://www.krishnasavani.com/wordpress/wp-content/uploads/2018/05/Tripathi_Cervone_Savani_2018.pdf","https://scholar.google.com/scholar?q=related:W8FrNoZbJo0J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"205","10.1177/0146167218764668","Commitment readiness and relationship formation","commitment readiness and relationship formation",41,"BW Hadden, CR Agnew, K Tan",2018,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218764668","https://scholar.google.com/scholar?cites=1466245196267248783&as_sdt=2005&sciodt=0,5&hl=en",53,FALSE,NA,41,8.2,14,3,5,"The concept of being ready for a relationship is pervasive in popular culture, but theoretical and empirical research on readiness is lacking. We offer a conceptualization of commitment …","https://ink.library.smu.edu.sg/cgi/viewcontent.cgi?article=3730&context=soss_research","https://scholar.google.com/scholar?q=related:j9whzTwmWRQJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"206","10.1177/0146167218765739","Women as animals, women as objects: Evidence for two forms of objectification","women as animals women as objects evidence for two",100,"KL Morris, J Goldenberg…",2018,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218765739","https://scholar.google.com/scholar?cites=6599648192803471560&as_sdt=2005&sciodt=0,5&hl=en",12,FALSE,NA,100,20,33,3,5,"Women are objectified through overt sexualization and through a focus on physical appearance, but empirical research has not yet made this distinction. In three studies, we …","https://www.researchgate.net/profile/Kasey-Morris-3/publication/324650053_Women_as_Animals_Women_as_Objects_Evidence_for_Two_Forms_of_Objectification/links/5b1eae0e0f7e9b0e373dbaca/Women-as-Animals-Women-as-Objects-Evidence-for-Two-Forms-of-Objectification.pdf","https://scholar.google.com/scholar?q=related:yICZnhCpllsJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"207","10.1177/0146167218765745","Pro-social goals in achievement situations: Amity goal orientation enhances the positive effects of mastery goal orientation","prosocial goals in achievement situations amity go",22,"L Levontin, A Bardi",2018,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218765745","https://scholar.google.com/scholar?cites=6868517330261997057&as_sdt=2005&sciodt=0,5&hl=en",75,FALSE,NA,22,4.4,11,2,5,"Research has neglected the utility of pro-social goals within achievement situations. In this article, four studies demonstrate that amity goal orientation, promoting mutual success of …","https://www.researchgate.net/profile/Liat-Levontin/publication/324453960_Pro-Social_Goals_in_Achievement_Situations_Amity_Goal_Orientation_Enhances_the_Positive_Effects_of_Mastery_Goal_Orientation/links/5ade0056aca272fdaf8718c9/Pro-Social-Goals-in-Achievement-Situations-Amity-Goal-Orientation-Enhances-the-Positive-Effects-of-Mastery-Goal-Orientation.pdf","https://scholar.google.com/scholar?q=related:AXbh8x7gUV8J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"208","10.1177/0146167218766857","(How) does initial self-control undermine later self-control in daily life?","how does initial selfcontrol undermine later selfc",18,"BM Wilkowski, EL Ferguson…",2018,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218766857","https://scholar.google.com/scholar?cites=6477177993883598703&as_sdt=2005&sciodt=0,5&hl=en",92,FALSE,NA,18,3.6,6,3,5,"Past research suggests that self-control lapses occur more frequently following demanding experiences in daily life. However, the reason for these effects is debated. Three studies …","https://psyarxiv.com/zh74y/download?format=pdf","https://scholar.google.com/scholar?q=related:b79oYBGP41kJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"209","10.1177/0146167218766861","Sharing rare attitudes attracts","sharing rare attitudes attracts",21,"H Alves",2018,"Personality and Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218766861","https://scholar.google.com/scholar?cites=6607865287702539979&as_sdt=2005&sciodt=0,5&hl=en",81,FALSE,NA,21,4.2,21,1,5,"People like others who share their attitudes. Online dating platforms as well as other social media platforms regularly rely on the social bonding power of their users' shared attitudes …","https://www.researchgate.net/profile/Hans-Alves/publication/324453190_Sharing_Rare_Attitudes_Attracts/links/5acf128aaca2723a33447344/Sharing-Rare-Attitudes-Attracts.pdf","https://scholar.google.com/scholar?q=related:y-4kHXjas1sJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"210","10.1177/0146167218766863","Feeling interpersonally controlled while pursuing materialistic goals: A problematic combination for moral behavior","feeling interpersonally controlled while pursuing ",19,"KM Sheldon, N Sommet…",2018,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218766863","https://scholar.google.com/scholar?cites=13163346038698371361&as_sdt=2005&sciodt=0,5&hl=en",83,FALSE,NA,19,3.8,6,3,5,"We created a life-goal assessment drawing from self-determination theory and achievement goal literature, examining its predictive power regarding immoral behavior and subjective …","https://serval.unil.ch/resource/serval:BIB_F42FC2C9BC97.P001/REF.pdf","https://scholar.google.com/scholar?q=related:IWkp1HqZrbYJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"211","10.1177/0146167218767877","Risk perceptions after receiving multiple risk feedback","risk perceptions after receiving multiple risk fee",11,"M Gamp, HT Schupp, B Renner",2018,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218767877","https://scholar.google.com/scholar?cites=56458346866458306&as_sdt=2005&sciodt=0,5&hl=en",104,FALSE,NA,11,2.2,4,3,5,"How do people respond to multiple risk feedback in a real-life context? Based on theoretical assumptions, three different predictions for risk perceptions were tested:(a) relative accuracy …","https://kops.uni-konstanz.de/bitstreams/fe210a6a-2b03-4357-907c-115f8b346b00/download","https://scholar.google.com/scholar?q=related:wr6UPZGUyAAJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"212","10.1177/0146167218768779","Using power as a negative cue: How conspiracy mentality affects epistemic trust in sources of historical knowledge","using power as a negative cue how conspiracy menta",117,"R Imhoff, P Lamberty, O Klein",2018,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218768779","https://scholar.google.com/scholar?cites=14976033095285181759&as_sdt=2005&sciodt=0,5&hl=en",9,FALSE,NA,117,23.4,39,3,5,"Classical theories of attitude change point to the positive effect of source expertise on perceived source credibility persuasion, but there is an ongoing societal debate on the …","https://www.researchgate.net/profile/Roland-Imhoff/publication/324898708_Using_Power_as_a_Negative_Cue_How_Conspiracy_Mentality_Affects_Epistemic_Trust_in_Sources_of_Historical_Knowledge/links/5af09814458515c28371876e/Using-Power-as-a-Negative-Cue-How-Conspiracy-Mentality-Affects-Epistemic-Trust-in-Sources-of-Historical-Knowledge.pdf","https://scholar.google.com/scholar?q=related:P4339MCO1c8J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"213","10.1177/0146167218768794","Leveraging the Social Role of Dad to Change Gender Stereotypes of Men","leveraging the social role of dad to change gender",38,"B Park, S Banchefsky",2018,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218768794","https://scholar.google.com/scholar?cites=12315235032478943045&as_sdt=2005&sciodt=0,5&hl=en",57,FALSE,NA,38,7.6,19,2,5,"Trait stereotypes of men tend to be more fixed and negative than those of women. The current studies test whether stereotypes of men can be shifted through leveraging their …","https://journals.sagepub.com/doi/pdf/10.1177/0146167218768794","https://scholar.google.com/scholar?q=related:RYdaXAOB6KoJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"214","10.1177/0146167218768799","Construing the essence: The effects of construal level on genetic attributions for individual and social group differences","construing the essence the effects of construal le",10,"JL Napier, JB Luguri, JF Dovidio…",2018,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218768799","https://scholar.google.com/scholar?cites=2344170522122005718&as_sdt=2005&sciodt=0,5&hl=en",105,FALSE,NA,10,2,3,4,5,"The present research links a nonsocial, contextual influence (construal level) to the tendency to endorse genetic attributions for individual and social group differences. Studies …",NA,"https://scholar.google.com/scholar?q=related:1iwGgKsqiCAJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"215","10.1177/0146167218768800","Threat to the group's image can motivate high identifiers to take action against in-group transgressions","threat to the groups image can motivate high ident",23,"E Shuman, D Johnson, T Saguy…",2018,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218768800","https://scholar.google.com/scholar?cites=17928200959886794879&as_sdt=2005&sciodt=0,5&hl=en",78,FALSE,NA,23,4.6,6,4,5,"When transgressions are committed by a group, those highly identified with the group are often least likely to recognize the transgressions, feel collective guilt, and engage in action to …","https://www.academia.edu/download/69383857/5eba927362c424ede7a5dfc1391446d5739b.pdf","https://scholar.google.com/scholar?q=related:f6DeC8nDzfgJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"216","10.1177/0146167218769064","On being more amenable to threatening risk messages concerning close others (vis-à-vis the self)","on being more amenable to threatening risk message",18,"WMP Klein, RA Ferrer",2018,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218769064","https://scholar.google.com/scholar?cites=4644995330882360158&as_sdt=2005&sciodt=0,5&hl=en",89,FALSE,NA,18,3.6,9,2,5,"People often respond defensively to risk messages impugning their own behavior. We explored whether people are more amenable to risk messages impugning a close other's …","https://www.researchgate.net/profile/William-Klein-3/publication/324898626_On_Being_More_Amenable_to_Threatening_Risk_Messages_Concerning_Close_Others_vis-a-vis_the_Self/links/5b3a1de10f7e9b0df5e5153f/On-Being-More-Amenable-to-Threatening-Risk-Messages-Concerning-Close-Others-vis-a-vis-the-Self.pdf","https://scholar.google.com/scholar?q=related:XlOXqKRWdkAJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"217","10.1177/0146167218769610","A sense of obligation: Cultural differences in the experience of obligation","a sense of obligation cultural differences in the ",81,"EE Buchtel, LCY Ng, A Norenzayan…",2018,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218769610","https://scholar.google.com/scholar?cites=477428628265853452&as_sdt=2005&sciodt=0,5&hl=en",16,FALSE,NA,81,16.2,20,4,5,"In this investigation of cultural differences in the experience of obligation, we distinguish between Confucian Role Ethics versus Relative Autonomy lay theories of motivation and …","https://heinelab-psych.sites.olt.ubc.ca/files/2021/07/2018-Obligation-PSPB.pdf","https://scholar.google.com/scholar?q=related:DGJj0c4qoAYJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"218","10.1177/0146167218769646","The mixed outcomes of taking ownership for implicit racial biases","the mixed outcomes of taking ownership for implici",26,"E Cooley, RF Lei, T Ellerkamp",2018,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218769646","https://scholar.google.com/scholar?cites=7826885290329718864&as_sdt=2005&sciodt=0,5&hl=en",72,FALSE,NA,26,5.2,9,3,5,"One potential strategy for prejudice reduction is encouraging people to acknowledge, and take ownership for, their implicit biases. Across two studies, we explore how taking …",NA,"https://scholar.google.com/scholar?q=related:UEDV87OunmwJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"219","10.1177/0146167218769858","Name norms: A guide to casting your next experiment","name norms a guide to casting your next experiment",43,"LS Newman, M Tan, TL Caldwell…; LS Newman, M Tan…",2022,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218769858","https://scholar.google.com/scholar?cites=1025402387187751632&as_sdt=2005&sciodt=0,5&hl=en",42,FALSE,NA,43,8.6,11,4,5,"Psychologists often test hypotheses by constructing vignettes depicting people engaging in behavior and displaying characteristics designed to operationalize specific variables …","https://www.researchgate.net/profile/Leonard-Newman/publication/367742598_NameNormspdf/data/63da913862d2a24f92e773af/NameNorms.pdf","https://scholar.google.com/scholar?q=related:0Nop0An2Og4J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"220","10.1177/0146167218769867","Are liberals and conservatives equally motivated to feel empathy toward others?","are liberals and conservatives equally motivated t",168,"Y Hasson, M Tamir, KS Brahms…",2018,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218769867","https://scholar.google.com/scholar?cites=6484603709283399540&as_sdt=2005&sciodt=0,5&hl=en",5,FALSE,NA,168,33.6,42,4,5,"Do liberals and conservatives differ in their empathy toward others? This question has been difficult to resolve due to methodological constraints and common use of ideologically …","https://www.researchgate.net/profile/Yossi-Hasson/publication/325045483_Are_Liberals_and_Conservatives_Equally_Motivated_to_Feel_Empathy_Toward_Others/links/5b966dc3a6fdccfd543a429f/Are-Liberals-and-Conservatives-Equally-Motivated-to-Feel-Empathy-Toward-Others.pdf","https://scholar.google.com/scholar?q=related:dHcEebfw_VkJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"221","10.1177/0146167218769869","People as means to multiple goals: Implications for interpersonal relationships","people as means to multiple goals implications for",40,"E Orehek, AL Forest…",2018,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218769869","https://scholar.google.com/scholar?cites=15251408633692272344&as_sdt=2005&sciodt=0,5&hl=en",56,FALSE,NA,40,8,13,3,5,"The present research examines the implications of having relationship partners who serve as means to multiple goals. Specifically, we test the hypotheses that (a) partners who serve …","https://www.researchgate.net/profile/Edward-Orehek/publication/325067247_People_as_Means_to_Multiple_Goals_Implications_for_Interpersonal_Relationships/links/5b17d2c9aca272021ce9183f/People-as-Means-to-Multiple-Goals-Implications-for-Interpersonal-Relationships.pdf","https://scholar.google.com/scholar?q=related:2LaNz1jjp9MJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"222","10.1177/0146167218770999","Effects of cultural tightness–looseness and social network density on expression of positive and negative emotions: A large-scale study of impression management by …","effects of cultural tightnesslooseness and social ",36,"P Liu, D Chan, L Qiu, W Tov…",2018,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218770999","https://scholar.google.com/scholar?cites=11101666079148265171&as_sdt=2005&sciodt=0,5&hl=en",55,FALSE,NA,36,7.2,7,5,5,"Using data from 13,789 Facebook users across US states, this study examined the main effects of societal-level cultural tightness–looseness and its interaction effects with …","https://ink.library.smu.edu.sg/cgi/viewcontent.cgi?article=3959&context=soss_research","https://scholar.google.com/scholar?q=related:086i1noKEZoJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"223","10.1177/0146167218771000","The power in being yourself: Feeling authentic enhances the sense of power","the power in being yourself feeling authentic enha",39,"M Gan, D Heller, S Chen",2018,"… and Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218771000","https://scholar.google.com/scholar?cites=18221967233965308377&as_sdt=2005&sciodt=0,5&hl=en",52,FALSE,NA,39,7.8,13,3,5,"Across five experiments (total N= 715), we propose that people can gain a subjective sense of power by being authentic—in other words, state authenticity breeds power. Supporting …",NA,"https://scholar.google.com/scholar?q=related:2TlPuadu4fwJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"224","10.1177/0146167218771007","The ego-defensive role of legitimacy: how threat-based justifications protect the self-esteem of discriminators","the egodefensive role of legitimacy how threatbase",15,"CR Pereira, JL Álvaro, J Vala",2018,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218771007","https://scholar.google.com/scholar?cites=11064499663640495429&as_sdt=2005&sciodt=0,5&hl=en",102,FALSE,NA,15,3,5,3,5,"This article analyzes the ego-defensive role played by legitimation, by examining the hypothesis that threat-based justifications attenuate the negative effect on an individual's self …",NA,"https://scholar.google.com/scholar?q=related:RYW4ZNL_jJkJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"225","10.1177/0146167218771322","How the distribution of member expectations influences cooperation and competition in groups: A social relations model analysis of social dilemmas","how the distribution of member expectations influe",7,"JL Ladbury, VB Hinsz",2018,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218771322","https://scholar.google.com/scholar?cites=15205115997481582464&as_sdt=2005&sciodt=0,5&hl=en",111,FALSE,NA,7,1.4,4,2,5,"Group outcomes are difficult to model and predict using individual-level metrics. We use shared cognition concepts and the social relations model to predict cooperative group …",NA,"https://scholar.google.com/scholar?q=related:gL9_hnBsA9MJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"226","10.1177/0146167218771324","Well-being correlates of perceived positivity resonance: Evidence from trait and episode-level assessments","wellbeing correlates of perceived positivity reson",77,"BC Major, KD Le Nguyen…",2018,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218771324","https://scholar.google.com/scholar?cites=13754480586684848351&as_sdt=2005&sciodt=0,5&hl=en",19,FALSE,NA,77,15.4,26,3,5,"Positivity resonance is a type of interpersonal connection characterized by shared positivity, mutual care and concern, and behavioral and biological synchrony. Perceived positivity …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8750237/","https://scholar.google.com/scholar?q=related:31hbHzi74b4J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"227","10.1177/0146167218771330","How do people judge meaning in goal-directed behaviors: The interplay between self-concordance and performance","how do people judge meaning in goaldirected behavi",25,"H Zhang, K Chen, R Schlegel",2018,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218771330","https://scholar.google.com/scholar?cites=1469449144367834604&as_sdt=2005&sciodt=0,5&hl=en",73,FALSE,NA,25,5,8,3,5,"Perceived performance and self-concordance are two sources of information people may utilize to judge meaning in goal-directed behaviors. We contend that either variable can …","https://existentialpsych.sites.tamu.edu/wp-content/uploads/sites/152/2020/02/How-do-people-judge-meaning-in-goal-directed-behaviors.pdf","https://scholar.google.com/scholar?q=related:7OWLGTaIZBQJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"228","10.1177/0146167218771895","Subliminal gender stereotypes: Who can resist?","subliminal gender stereotypes who can resist",36,"JA van Breen, R Spears, T Kuppens…",2018,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218771895","https://scholar.google.com/scholar?cites=12219165185479489453&as_sdt=2005&sciodt=0,5&hl=en",59,FALSE,NA,36,7.2,9,4,5,"We examine women's responses to subliminal gender stereotypes, that is, stereotypes present outside conscious awareness. Previous research suggests that subtle stereotypes …","https://research.rug.nl/files/76613806/0146167218771895.pdf","https://scholar.google.com/scholar?q=related:rTdTDP8xk6kJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"229","10.1177/0146167218771901","More about when I's meet: The intergroup ramifications of I-sharing, Part II","more about when is meet the intergroup ramificatio",18,"EC Pinel, AE Long, LC Johnson…",2018,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218771901","https://scholar.google.com/scholar?cites=10299077558840542444&as_sdt=2005&sciodt=0,5&hl=en",95,FALSE,NA,18,3.6,5,4,5,"Previous research on I-sharing (the belief that one has shared the same, in-the-moment subjective experience with another person) revealed its promise for improving intergroup …","https://journals.sagepub.com/doi/pdf/10.1177/0146167218771901","https://scholar.google.com/scholar?q=related:7ETjEHms7Y4J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"230","10.1177/0146167218772530","Attachment and jealousy: Understanding the dynamic experience of jealousy using the response escalation paradigm","attachment and jealousy understanding the dynamic ",24,"CO Huelsnitz, AK Farrell, JA Simpson…",2018,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218772530","https://scholar.google.com/scholar?cites=1281739297066543617&as_sdt=2005&sciodt=0,5&hl=en",85,FALSE,NA,24,4.8,6,4,5,"Jealousy is a complex, dynamic experience that unfolds over time in relationship-threatening situations. Prior research has used retrospective reports that cannot disentangle …","https://socialinteractionlab.psych.umn.edu/sites/socialinteractionlab.psych.umn.edu/files/files/media/huelsnitz_et_al_pspb_2018.pdf","https://scholar.google.com/scholar?q=related:AWpPiBmnyREJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"231","10.1177/0146167218774777","Dehumanizing gender: The debiasing effects of gendering human-abstracted entities","dehumanizing gender the debiasing effects of gende",19,"AE Martin, ML Slepian",2018,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218774777","https://scholar.google.com/scholar?cites=11273791882196891935&as_sdt=2005&sciodt=0,5&hl=en",87,FALSE,NA,19,3.8,10,2,5,"The propensity to “gender”—or conceptually divide entities by masculinity versus femininity—is pervasive. Such gendering is argued to hinder gender equality, as it reifies the bifurcation …","http://www.columbia.edu/~ms4992/Pubs/2018_Martin-Slepian_PSPB.pdf","https://scholar.google.com/scholar?q=related:HzkHWvyNdJwJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"232","10.1177/0146167218775070","Regulatory focus and conspiratorial perceptions: The importance of personal control","regulatory focus and conspiratorial perceptions th",45,"JA Whitson, J Kim, CS Wang…",2019,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218775070","https://scholar.google.com/scholar?cites=13450944152954388076&as_sdt=2005&sciodt=0,5&hl=en",39,FALSE,NA,45,11.25,11,4,4,"We examine when and why people subscribe to conspiratorial beliefs, suggesting that promotion focus reduces conspiratorial perceptions by activating a sense of personal …","https://journals.sagepub.com/doi/pdf/10.1177/0146167218775070","https://scholar.google.com/scholar?q=related:bL524nBaq7oJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
"233","10.1177/0146167218775075","Moral punishment in everyday life","moral punishment in everyday life",90,"W Hofmann, MJ Brandt, DC Wisneski…",2018,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218775075","https://scholar.google.com/scholar?cites=11101287284642382507&as_sdt=2005&sciodt=0,5&hl=en",13,FALSE,NA,90,18,23,4,5,"The present research investigated event-related, contextual, demographic, and dispositional predictors of the desire to punish perpetrators of immoral deeds in daily life, as well as …","https://lskitka.people.uic.edu/Hofmannetal2018.pdf","https://scholar.google.com/scholar?q=related:q4Kr3vexD5oJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
