"","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL","year"
"72",31,"JA Brown, F Bernieri","Trait perception accuracy and acquaintance within groups: Tracking accuracy development",2017,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217695557","https://scholar.google.com/scholar?cites=7114259070238990534&as_sdt=2005&sciodt=0,5&hl=en",72,2023-09-25 13:27:02,NA,"10.1177/0146167217695557",NA,NA,NA,NA,NA,NA,31,5.17,16,2,6,"Previous work on trait perception has evaluated accuracy at discrete stages of relationships (eg, strangers, best friends). A relatively limited body of literature has investigated changes …",NA,"https://scholar.google.com/scholar?q=related:xiCyce7sumIJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"73",26,"E Polman, SJ Maglio","Mere gifting: Liking a gift more because it is shared",2017,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217718525","https://scholar.google.com/scholar?cites=13304931981321161620&as_sdt=2005&sciodt=0,5&hl=en",73,2023-09-25 13:27:02,NA,"10.1177/0146167217718525",NA,NA,NA,NA,NA,NA,26,4.33,13,2,6,"We investigated a type of mere similarity that describes owning the same item as someone else. Moreover, we examined this mere similarity in a gift-giving context, whereby givers gift …","http://www-2.rotman.utoronto.ca/facbios/file/polman_2017_mere_gifting.pdf","https://scholar.google.com/scholar?q=related:lMth-ySdpLgJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"74",27,"AS Wallen, MW Morris, BA Devine, ...","Understanding the MBA gender gap: Women respond to gender norms by reducing public assertiveness but not private effort",2017,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217708574","https://scholar.google.com/scholar?cites=8584608653040082516&as_sdt=2005&sciodt=0,5&hl=en",74,2023-09-25 13:27:02,NA,"10.1177/0146167217708574",NA,NA,NA,NA,NA,NA,27,4.5,7,4,6,"Women's underperformance in MBA programs has been the subject of recent debate and policy interventions, despite a lack of rigorous evidence documenting when and why it …","https://www.researchgate.net/profile/Jackson-Lu-2/publication/317788933_Understanding_the_MBA_Gender_Gap_Women_Respond_to_Gender_Norms_by_Reducing_Public_Assertiveness_but_Not_Private_Effort/links/5de6c82092851c83645fc455/Understanding-the-MBA-Gender-Gap-Women-Respond-to-Gender-Norms-by-Reducing-Public-Assertiveness-but-Not-Private-Effort.pdf","https://scholar.google.com/scholar?q=related:VN4yNBaoIncJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"75",31,"GE Birnbaum, M Mizrahi, A Kaplan, ...","Sex unleashes your tongue: Sexual priming motivates self-disclosure to a new acquaintance and interest in future interactions",2017,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217695556","https://scholar.google.com/scholar?cites=16107384765979176217&as_sdt=2005&sciodt=0,5&hl=en",75,2023-09-25 13:27:02,NA,"10.1177/0146167217695556",NA,NA,NA,NA,NA,NA,31,5.17,8,4,6,"Research has demonstrated the contribution of sexual activity to the quality of ongoing relationships. Nevertheless, less attention has been given to how activation of the sexual …","https://www.academia.edu/download/52185837/MSSexDisclosePSPBFin.pdf","https://scholar.google.com/scholar?q=related:GS26pBrtiN8J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"76",28,"AC Hurst, JL Alquist, DA Puts","Women's fertility status alters other women's jealousy and mate guarding",2017,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216678859","https://scholar.google.com/scholar?cites=17570145959254722221&as_sdt=2005&sciodt=0,5&hl=en",76,2023-09-25 13:27:02,NA,"10.1177/0146167216678859",NA,NA,NA,NA,NA,NA,28,4.67,9,3,6,"Across three studies, we tested the hypothesis that women exhibit greater jealousy and mate guarding toward women who are in the high (vs. low) fertility phase of their cycle. Women …","https://beel.la.psu.edu/files/2022/05/hurst-et-al-2017-womens-fertility-status.pdf","https://scholar.google.com/scholar?q=related:rYYkyaiy1fMJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"77",30,"J Hughes, AA Scholer","When wanting the best goes right or wrong: Distinguishing between adaptive and maladaptive maximization",2017,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216689065","https://scholar.google.com/scholar?cites=12938345004991896398&as_sdt=2005&sciodt=0,5&hl=en",77,2023-09-25 13:27:02,NA,"10.1177/0146167216689065",NA,NA,NA,NA,NA,NA,30,5,15,2,6,"Researchers have often disagreed on how to define maximization, leading to conflicting conclusions about its potential benefits or drawbacks. Drawing from motivation research, we …","https://psyarxiv.com/p9udz/download?format=pdf","https://scholar.google.com/scholar?q=related:Ttv9Uzs8jrMJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"78",28,"M Luan, H Li","Maximization paradox: result of believing in an objective best",2017,"Personality and Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217695552","https://scholar.google.com/scholar?cites=2506902976300818560&as_sdt=2005&sciodt=0,5&hl=en",78,2023-09-25 13:27:02,NA,"10.1177/0146167217695552",NA,NA,NA,NA,NA,NA,28,4.67,14,2,6,"The results from four studies provide reliable evidence of how beliefs in an objective best influence the decision process and subjective feelings. A belief in an objective best serves …",NA,"https://scholar.google.com/scholar?q=related:gKDHjPlOyiIJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"79",32,"G Haddock, C Foad, ...","On the attitudinal consequences of being mindful: Links between mindfulness and attitudinal ambivalence",2017,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216688204","https://scholar.google.com/scholar?cites=720229916936374827&as_sdt=2005&sciodt=0,5&hl=en",79,2023-09-25 13:27:02,NA,"10.1177/0146167216688204",NA,NA,NA,NA,NA,NA,32,5.33,11,3,6,"A series of studies examined whether mindfulness is associated with the experience of attitudinal ambivalence. Studies 1A and 1B found that mindful individuals expressed greater …","https://ore.exeter.ac.uk/repository/bitstream/handle/10871/26127/PSPB?sequence=1","https://scholar.google.com/scholar?q=related:KwqaI0vF_gkJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"80",30,"M Gan, S Chen","Being your actual or ideal self? What it means to feel authentic in a relationship",2017,"Personality and Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216688211","https://scholar.google.com/scholar?cites=14047805741284410918&as_sdt=2005&sciodt=0,5&hl=en",80,2023-09-25 13:27:02,NA,"10.1177/0146167216688211",NA,NA,NA,NA,NA,NA,30,5,15,2,6,"Relational authenticity—which refers to subjective feelings of authenticity in a specific relationship—confers well-being; yet little is known about what gives rise to it. The present …",NA,"https://scholar.google.com/scholar?q=related:JkbzquTU88IJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"81",27,"M Wenzel, TG Okimoto, MJ Hornsey, ...","The mandate of the collective: Apology representativeness determines perceived sincerity and forgiveness in intergroup contexts",2017,"… psychology bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217697093","https://scholar.google.com/scholar?cites=3481328023894283368&as_sdt=2005&sciodt=0,5&hl=en",81,2023-09-25 13:27:02,NA,"10.1177/0146167217697093",NA,NA,NA,NA,NA,NA,27,4.5,7,4,6,"The sincerity of an apology is often critical for it to be viewed positively by victims. For collective apologies, we argue that sincerity takes on a particular meaning: It is a function of …","https://journals.sagepub.com/doi/pdf/10.1177/0146167217697093","https://scholar.google.com/scholar?q=related:aNTUkmQpUDAJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"82",29,"R Keinan, Y Bereby-Meyer","Perceptions of active versus passive risks, and the effect of personal responsibility",2017,"… and Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217703079","https://scholar.google.com/scholar?cites=1029801801308305387&as_sdt=2005&sciodt=0,5&hl=en",82,2023-09-25 13:27:02,NA,"10.1177/0146167217703079",NA,NA,NA,NA,NA,NA,29,4.83,15,2,6,"Not getting vaccinated or not backing up computer files are examples of passive risk taking: risk brought on or magnified by inaction. We suggest the difficulty in paying attention to …","https://www.researchgate.net/profile/Ruty-Keinan/publication/316721509_Perceptions_of_Active_Versus_Passive_Risks_and_the_Effect_of_Personal_Responsibility/links/5e981f174585150839e04773/Perceptions-of-Active-Versus-Passive-Risks-and-the-Effect-of-Personal-Responsibility.pdf","https://scholar.google.com/scholar?q=related:6_cJPEiXSg4J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"83",26,"K Schmid, R Wölfer, H Swart, O Christ, ...","The “wallpaper effect” revisited: Divergent findings on the effects of intergroup contact on attitudes in diverse versus nondiverse contexts",2017,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217711929","https://scholar.google.com/scholar?cites=11609414061729545741&as_sdt=2005&sciodt=0,5&hl=en",83,2023-09-25 13:27:02,NA,"10.1177/0146167217711929",NA,NA,NA,NA,NA,NA,26,4.33,5,5,6,"This article reexamines the so-called “wallpaper effect” of intergroup contact, which contends that for minority group members living in areas more densely populated by …","https://ora.ox.ac.uk/objects/uuid:7065f4a2-662a-43e3-a060-21b83aebfb21/download_file?safe_filename=Schmid%252C%2BKS%252C%2BWoelfer%252C%2BRW%252C%2BSwart%252C%2BHS%2Bet%2Bal.%252C%2B%25282017%2529%2BPersonality%2Band%2BSocial%2BPsychology%2BBulletin.pdf&file_format=application%2Fpdf&type_of_work=Journal+article","https://scholar.google.com/scholar?q=related:DX7Qb5TsHKEJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"84",29,"KD Locke, S Heller","Communal and agentic interpersonal and intergroup motives predict preferences for status versus power",2017,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216675333","https://scholar.google.com/scholar?cites=6571118685463805102&as_sdt=2005&sciodt=0,5&hl=en",84,2023-09-25 13:27:02,NA,"10.1177/0146167216675333",NA,NA,NA,NA,NA,NA,29,4.83,15,2,6,"Seven studies involving 1,343 participants showed how circumplex models of social motives can help explain individual differences in preferences for status (having others' admiration) …","https://www.webpages.uidaho.edu/klocke/publications/2017%20Locke%20Heller%20Status-v-Power.pdf","https://scholar.google.com/scholar?q=related:rnwAEKFNMVsJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"85",27,"KD Locke, AT Church, KA Mastor, ...","Cross-situational self-consistency in nine cultures: The importance of separating influences of social norms and distinctive dispositions",2017,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217704192","https://scholar.google.com/scholar?cites=7899670618504734373&as_sdt=2005&sciodt=0,5&hl=en",85,2023-09-25 13:27:02,NA,"10.1177/0146167217704192",NA,NA,NA,NA,NA,NA,27,4.5,7,4,6,"We assessed self-consistency (expressing similar traits in different situations) by having undergraduates in the United States (n= 230), Australia (n= 220), Canada (n= 240), Ecuador …",NA,"https://scholar.google.com/scholar?q=related:paaQwpJEoW0J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"86",24,"DE Re, N Rule","Distinctive facial cues predict leadership rank and selection",2017,"Personality and Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217712989","https://scholar.google.com/scholar?cites=10251546335250875654&as_sdt=2005&sciodt=0,5&hl=en",86,2023-09-25 13:27:02,NA,"10.1177/0146167217712989",NA,NA,NA,NA,NA,NA,24,4,12,2,6,"Facial appearance correlates with leadership, both in terms of who is chosen (leader selection) and how they do (leader success). Leadership theories suggest that exceptional …","https://rule.psych.utoronto.ca/pubs/2017/Re&Rule(2017).pdf","https://scholar.google.com/scholar?q=related:BgUWrxPPRI4J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"87",27,"LD Scherer, JF Yates, SG Baker, ...","The influence of effortful thought and cognitive proficiencies on the conjunction fallacy: Implications for dual-process theories of reasoning and judgment",2017,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217700607","https://scholar.google.com/scholar?cites=12400757145345751859&as_sdt=2005&sciodt=0,5&hl=en",87,2023-09-25 13:27:02,NA,"10.1177/0146167217700607",NA,NA,NA,NA,NA,NA,27,4.5,7,4,6,"Human judgment often violates normative standards, and virtually no judgment error has received as much attention as the conjunction fallacy. Judgment errors have historically …",NA,"https://scholar.google.com/scholar?q=related:M3s48utWGKwJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"88",25,"C Van Damme, E Deschrijver, ...","When praising yourself insults others: Self-superiority claims provoke aggression",2017,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217703951","https://scholar.google.com/scholar?cites=3452265430961259271&as_sdt=2005&sciodt=0,5&hl=en",88,2023-09-25 13:27:02,NA,"10.1177/0146167217703951",NA,NA,NA,NA,NA,NA,25,4.17,8,3,6,"We tested the prediction, derived from the hubris hypothesis, that bragging might serve as a verbal provocation and thus enhance aggression. Experiments 1 and 2 were vignette …",NA,"https://scholar.google.com/scholar?q=related:B4POWh7p6C8J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"89",24,"M Iida, M Gleason, ...","The influence of daily coping on anxiety under examination stress: A model of interindividual differences in intraindividual change",2017,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217700605","https://scholar.google.com/scholar?cites=3869417804234804401&as_sdt=2005&sciodt=0,5&hl=en",89,2023-09-25 13:27:02,NA,"10.1177/0146167217700605",NA,NA,NA,NA,NA,NA,24,4,8,3,6,"Although much is known about people's attempts to cope with stressors, unmeasured heterogeneity in these stressors has made it difficult to assess the effectiveness of coping …",NA,"https://scholar.google.com/scholar?q=related:scz87P3usjUJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"90",22,"LJ Wolf, U von Hecker, GR Maio","Affective and cognitive orientations in intergroup perception",2017,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217699582","https://scholar.google.com/scholar?cites=3340116436225700793&as_sdt=2005&sciodt=0,5&hl=en",90,2023-09-25 13:27:02,NA,"10.1177/0146167217699582",NA,NA,NA,NA,NA,NA,22,3.67,7,3,6,"Three studies examined the role of need for affect (NFA) and need for cognition (NFC) in intergroup perception. We hypothesized that NFA predicts a preference for stereotypically …","https://journals.sagepub.com/doi/pdf/10.1177/0146167217699582","https://scholar.google.com/scholar?q=related:uTOtuTN6Wi4J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"91",20,"S Stürmer, AEF Benbow","Psychological foundations of xenophilia: Understanding and measuring the motivational functions of exploratory cross-cultural contact",2017,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217722555","https://scholar.google.com/scholar?cites=17853350307734795338&as_sdt=2005&sciodt=0,5&hl=en",91,2023-09-25 13:27:02,NA,"10.1177/0146167217722555",NA,NA,NA,NA,NA,NA,20,3.33,10,2,6,"Two multipart studies (total N= 1,638) were conducted to introduce and test a functional perspective on exploratory cross-cultural contact. Studies 1a and 1b addressed the lack of …","https://www.researchgate.net/profile/Alison-Benbow/publication/317824129_Psychological_Foundations_of_Xenophilia_Understanding_and_Measuring_the_Motivational_Functions_of_Exploratory_Cross-Cultural_Contact/links/6127b268c69a4e48795dda39/Psychological-Foundations-of-Xenophilia-Understanding-and-Measuring-the-Motivational-Functions-of-Exploratory-Cross-Cultural-Contact.pdf","https://scholar.google.com/scholar?q=related:SrQkh4PXw_cJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"92",22,"E Weiner, CM Federico","Authoritarianism, institutional confidence, and willingness to engage in collective action: A multinational analysis",2017,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216686561","https://scholar.google.com/scholar?cites=14171318391239354189&as_sdt=2005&sciodt=0,5&hl=en",92,2023-09-25 13:27:02,NA,"10.1177/0146167216686561",NA,NA,NA,NA,NA,NA,22,3.67,11,2,6,"The antecedents of collective action have received considerable attention in psychology, political science, and sociology. However, few studies have addressed the extent to which …","https://www.researchgate.net/profile/Elliot-Weiner/publication/315448131_Authoritarianism_Institutional_Confidence_and_Willingness_to_Engage_in_Collective_Action_A_Multinational_Analysis/links/6024c1f0299bf1cc26b9644a/Authoritarianism-Institutional-Confidence-and-Willingness-to-Engage-in-Collective-Action-A-Multinational-Analysis.pdf","https://scholar.google.com/scholar?q=related:TSfIdP6iqsQJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"93",23,"K Savani, A Rattan, CS Dweck","Is education a fundamental right? People's lay theories about intellectual potential drive their positions on education",2017,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217711935","https://scholar.google.com/scholar?cites=10812609209443756879&as_sdt=2005&sciodt=0,5&hl=en",93,2023-09-25 13:27:02,NA,"10.1177/0146167217711935",NA,NA,NA,NA,NA,NA,23,3.83,8,3,6,"Does every child have a fundamental right to receive a high-quality education? We propose that people's beliefs about whether “nearly everyone” or “only some people” have high …","https://lbsresearch.london.edu/id/eprint/819/1/Right%20to%20Education.pdf","https://scholar.google.com/scholar?q=related:TysD0MkaDpYJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"94",20,"N Obeid, N Argo, J Ginges","How moral perceptions influence intergroup tolerance: Evidence from Lebanon, Morocco, and the United States",2017,"… and Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216686560","https://scholar.google.com/scholar?cites=10145190187261104075&as_sdt=2005&sciodt=0,5&hl=en",94,2023-09-25 13:27:02,NA,"10.1177/0146167216686560",NA,NA,NA,NA,NA,NA,20,3.33,7,3,6,"Intergroup boundaries are often associated with differences in moral codes. How does the perception of similarity and dissimilarity in moral worldviews influence tolerant relationships …","https://www.academia.edu/download/50927344/ARGO.MoralPerceptions.Intergroup2016.pdf","https://scholar.google.com/scholar?q=related:yw96Srn0yowJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"95",21,"M Weick, C McCall, ...","Power moves beyond complementarity: A staring look elicits avoidance in low power perceivers and approach in high power perceivers",2017,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217708576","https://scholar.google.com/scholar?cites=421468284598319687&as_sdt=2005&sciodt=0,5&hl=en",95,2023-09-25 13:27:02,NA,"10.1177/0146167217708576",NA,NA,NA,NA,NA,NA,21,3.5,7,3,6,"Sustained, direct eye-gaze—staring—is a powerful cue that elicits strong responses in many primate and nonprimate species. The present research examined whether fleeting …","https://journals.sagepub.com/doi/pdf/10.1177/0146167217708576","https://scholar.google.com/scholar?q=related:R3qT-ytb2QUJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"96",17,"I SimanTov-Nachlieli, N Shnabel, ...","Agents of reconciliation: agency-affirmation promotes constructive tendencies following transgressions in low-commitment relationships",2017,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216678861","https://scholar.google.com/scholar?cites=2921713381486407764&as_sdt=2005&sciodt=0,5&hl=en",96,2023-09-25 13:27:02,NA,"10.1177/0146167216678861",NA,NA,NA,NA,NA,NA,17,2.83,6,3,6,"Conflicting parties experience threats to both their agency and morality, but the experience of agency-threat exerts more influence on their behavior, leading to relationship-destructive …","http://socsci3.tau.ac.il/nurit-shnebel/wp-content/uploads/2017/05/Pers-Soc-Psychol-Bull-2016-SimanTov-Nachlieli-0146167216678861.pdf","https://scholar.google.com/scholar?q=related:VLAAL9cCjCgJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"97",19,"HY Kim, BM Wiesenfeld","Who represents our group? The effects of prototype content on perceived status dispersion and social undermining",2017,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217699581","https://scholar.google.com/scholar?cites=7581274437768377971&as_sdt=2005&sciodt=0,5&hl=en",97,2023-09-25 13:27:02,NA,"10.1177/0146167217699581",NA,NA,NA,NA,NA,NA,19,3.17,10,2,6,"Group identity may be embodied in more typical or extreme member attributes. The present research suggests that individuals' perceptions of the group identity prototype predict their …",NA,"https://scholar.google.com/scholar?q=related:c_buD-8YNmkJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"98",16,"CA Zestcott, J Stone, ...","The role of conscious attention in how weight serves as an embodiment of importance",2017,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217727505","https://scholar.google.com/scholar?cites=11209700388854088318&as_sdt=2005&sciodt=0,5&hl=en",98,2023-09-25 13:27:02,NA,"10.1177/0146167217727505",NA,NA,NA,NA,NA,NA,16,2.67,5,3,6,"Inconsistency among findings in the embodied cognition literature suggests a need for theoretical boundary conditions. The current research proposes that conscious attention of a …","https://repository.arizona.edu/bitstream/handle/10150/626122/ConsciousAttentionEmbodiment_PSPB_SecondRevision.pdf?sequence=1","https://scholar.google.com/scholar?q=related:fsI0tBzbkJsJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"99",18,"MM Doucerain, SS Deschênes, ...","Initial mainstream cultural orientations predict early social participation in the mainstream cultural group",2017,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216679642","https://scholar.google.com/scholar?cites=2245557936724034296&as_sdt=2005&sciodt=0,5&hl=en",99,2023-09-25 13:27:02,NA,"10.1177/0146167216679642",NA,NA,NA,NA,NA,NA,18,3,6,3,6,"This work adopts a perspective that construes acculturation as a dynamic intergroup process, and social contact with members of the new community as a key mechanism …","https://spectrum.library.concordia.ca/id/eprint/988873/1/2017%20-%20Doucerain%20et%20al.pdf","https://scholar.google.com/scholar?q=related:-ML-xAvTKR8J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"100",15,"RA Anderson, EJ Masicampo","Protecting the innocence of youth: Moral sanctity values underlie censorship from young children",2017,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217722557","https://scholar.google.com/scholar?cites=6306539163304208467&as_sdt=2005&sciodt=0,5&hl=en",100,2023-09-25 13:27:02,NA,"10.1177/0146167217722557",NA,NA,NA,NA,NA,NA,15,2.5,8,2,6,"Three studies examined the relationship between people's moral values (drawing on moral foundations theory) and their willingness to censor immoral acts from children. Results …","https://www.rajenanderson.net/s/Protecting-the-Innocence-of-Youth-Anderson-Masicampo-2017.pdf","https://scholar.google.com/scholar?q=related:UyjWnvRThVcJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"101",15,"B Oosterhoff, NJ Shook, R Clay, ...","Differential and domain-specific associations among right-wing authoritarianism, social dominance orientation, and adolescent delinquency",2017,"… and social psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217711937","https://scholar.google.com/scholar?cites=11944968787937229279&as_sdt=2005&sciodt=0,5&hl=en",101,2023-09-25 13:27:02,NA,"10.1177/0146167217711937",NA,NA,NA,NA,NA,NA,15,2.5,4,4,6,"Using a dual-process model (DPM) framework, this research examined whether right-wing authoritarianism (RWA) and social dominance orientation (SDO) are differentially associated …","https://www.researchgate.net/profile/Benjamin-Oosterhoff/publication/316554625_Differential_and_Domain-Specific_Associations_Among_Right-Wing_Authoritarianism_Social_Dominance_Orientation_and_Adolescent_Delinquency/links/59e4e0cdaca272390ed637d9/Differential-and-Domain-Specific-Associations-Among-Right-Wing-Authoritarianism-Social-Dominance-Orientation-and-Adolescent-Delinquency.pdf","https://scholar.google.com/scholar?q=related:33kgUtMNxaUJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"102",15,"D Wood, PD Harms","Evidence of non-corresponsive causal relationships between personality traits and social power over time",2017,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216675330","https://scholar.google.com/scholar?cites=4642879898455248174&as_sdt=2005&sciodt=0,5&hl=en",102,2023-09-25 13:27:02,NA,"10.1177/0146167216675330",NA,NA,NA,NA,NA,NA,15,2.5,8,2,6,"Although the effects of personality traits on social environments are regularly thought to mirror the effects of social environments on personality traits, the causal dynamics existing …",NA,"https://scholar.google.com/scholar?q=related:Lg06KqvSbkAJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
