"","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL"
"177",63,"S Humberg, M Dufner, FD Schönbrodt, ...","Enhanced versus simply positive: A new condition-based regression analysis to disentangle effects of self-enhancement from effects of positivity of self-view.",2018,"Journal of Personality …","psycnet.apa.org","https://psycnet.apa.org/record/2017-13228-001","https://scholar.google.com/scholar?cites=15223317016733550975&as_sdt=2005&sciodt=0,5&hl=en",49,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,63,12.6,16,4,5,"Despite a large body of literature and ongoing refinements of analytical techniques, research on the consequences of self-enhancement (SE) is still vague about how to define …","https://psyarxiv.com/smmh7/download","https://scholar.google.com/scholar?q=related:fwmQjSsWRNMJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"178",53,"A Bruk, SG Scholl, H Bless","Beautiful mess effect: Self–other differences in evaluation of showing vulnerability.",2018,"… of personality and social psychology","psycnet.apa.org","https://psycnet.apa.org/journals/psp/115/2/192/","https://scholar.google.com/scholar?cites=7591801191797761398&as_sdt=2005&sciodt=0,5&hl=en",50,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,53,10.6,18,3,5,"Confessing romantic feelings, asking for help, or taking responsibility for a mistake constitute just a few examples of situations that require showing one's vulnerability. Out of fear, many …",NA,"https://scholar.google.com/scholar?q=related:diV--vV-W2kJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"179",59,"S Pfattheicher, R Böhm","Honesty-humility under threat: Self-uncertainty destroys trust among the nice guys.",2018,"… of Personality and Social Psychology","psycnet.apa.org","https://psycnet.apa.org/record/2017-09885-001","https://scholar.google.com/scholar?cites=2356133145675934485&as_sdt=2005&sciodt=0,5&hl=en",51,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,59,11.8,30,2,5,"Recent research on humans' prosociality has highlighted the crucial role of Honesty-Humility, a basic trait in the HEXACO personality model. There is overwhelming evidence …","https://www.researchgate.net/profile/Stefan-Pfattheicher-2/publication/314271874_Honesty-Humility_Under_Threat_Self-Uncertainty_Destroys_Trust_Among_the_Nice_Guys/links/5fb3f2c292851cf24cd8f6d9/Honesty-Humility-Under-Threat-Self-Uncertainty-Destroys-Trust-Among-the-Nice-Guys.pdf","https://scholar.google.com/scholar?q=related:FauJ15yqsiAJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"180",55,"KO Tskhay, R Zhu, C Zou, NO Rule","Charisma in everyday life: Conceptualization and validation of the General Charisma Inventory.",2018,"Journal of Personality and …","psycnet.apa.org","https://psycnet.apa.org/journals/psp/114/1/131/","https://scholar.google.com/scholar?cites=11603972943656536568&as_sdt=2005&sciodt=0,5&hl=en",52,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,55,11,14,4,5,"Although both scholars and lay people are fascinated with charismatic individuals, relatively few theorists have attempted to define charisma. Much of the empirical research examining …","https://tspace.library.utoronto.ca/bitstream/1807/89273/3/Tskhay_Konstantin_201606_PhD_thesis.pdf","https://scholar.google.com/scholar?q=related:-EnkaemXCaEJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"181",57,"C Chu, KL Walker, IH Stanley, JK Hirsch, ...","Perceived problem-solving deficits and suicidal ideation: Evidence for the explanatory roles of thwarted belongingness and perceived burdensomeness in five …",2018,"Journal of Personality …","psycnet.apa.org","https://psycnet.apa.org/record/2017-27909-001","https://scholar.google.com/scholar?cites=18414874209526766233&as_sdt=2005&sciodt=0,5&hl=en",53,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,57,11.4,11,5,5,"Perceived social problem-solving deficits are associated with suicide risk; however, little research has examined the mechanisms underlying this relationship. The interpersonal …","https://psycnet.apa.org/manuscript/2017-27909-001.pdf","https://scholar.google.com/scholar?q=related:mVpYAofGjv8J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"182",51,"KR Scherer, M Mortillaro, I Rotondi, I Sergi, ...","Appraisal-driven facial actions as building blocks for emotion inference.",2018,"… personality and social …","psycnet.apa.org","https://psycnet.apa.org/record/2018-06603-002","https://scholar.google.com/scholar?cites=12723150031515570403&as_sdt=2005&sciodt=0,5&hl=en",54,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,51,10.2,10,5,5,"Although research on facial emotion recognition abounds, there has been little attention on the nature of the underlying mechanisms. In this article, using a “reverse engineering” …","https://www.academia.edu/download/67095867/ATTACHMENT01.pdf","https://scholar.google.com/scholar?q=related:41B8JIu1kbAJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"183",53,"MR Hoffarth, G Hodson, DS Molnar","When and why is religious attendance associated with antigay bias and gay rights opposition? A justification-suppression model approach.",2018,"Journal of Personality and …","psycnet.apa.org","https://psycnet.apa.org/record/2017-18114-001","https://scholar.google.com/scholar?cites=11164523317990678165&as_sdt=2005&sciodt=0,5&hl=en",55,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,53,10.6,18,3,5,"Even in relatively tolerant countries, antigay bias remains socially divisive, despite being widely viewed as violating social norms of tolerance. From a Justification-Suppression …",NA,"https://scholar.google.com/scholar?q=related:lV5mN85a8JoJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"184",61,"A Cichocka, P Górska, JT Jost, RM Sutton, ...","What inverted U can do for your country: A curvilinear relationship between confidence in the social system and political engagement.",2018,"… and social psychology","psycnet.apa.org","https://psycnet.apa.org/record/2017-36190-001","https://scholar.google.com/scholar?cites=13317500216832722113&as_sdt=2005&sciodt=0,5&hl=en",56,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,61,12.2,12,5,5,"We examined the link between political engagement and the tendency to justify the sociopolitical system. On one hand, confidence in the system should be negatively related to …","https://kar.kent.ac.uk/62400/1/Cichocka%20et%20al.%20What%20inverted%20U%20can%20do%20for%20your%20country.pdf","https://scholar.google.com/scholar?q=related:wYSAWOND0bgJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"185",48,"J Nai, J Narayanan, I Hernandez, ...","People in more racially diverse neighborhoods are more prosocial.",2018,"… of Personality and Social …","psycnet.apa.org","https://psycnet.apa.org/journals/psp/114/4/497/","https://scholar.google.com/scholar?cites=2882877694719056276&as_sdt=2005&sciodt=0,5&hl=en",57,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,48,9.6,12,4,5,"Five studies tested the hypothesis that people living in more diverse neighborhoods would have more inclusive identities, and would thus be more prosocial. Study 1 found that people …","https://ink.library.smu.edu.sg/cgi/viewcontent.cgi?article=6358&context=lkcsb_research","https://scholar.google.com/scholar?q=related:lFmgPP0JAigJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"186",46,"S Madon, L Jussim, M Guyll, H Nofziger, ...","The accumulation of stereotype-based self-fulfilling prophecies.",2018,"Journal of Personality …","psycnet.apa.org","https://psycnet.apa.org/record/2018-51567-003","https://scholar.google.com/scholar?cites=16932543867044476800&as_sdt=2005&sciodt=0,5&hl=en",58,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,46,9.2,9,5,5,"Abstract [Correction Notice: An Erratum for this article was reported in Vol 116 (1) of Journal of Personality and Social Psychology (see record 2018-66103-004). In the article “The …","https://sites.rutgers.edu/lee-jussim/wp-content/uploads/sites/135/2019/05/Madon-et-al-2018-accumulation.pdf","https://scholar.google.com/scholar?q=related:gLfnQu96_OoJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"187",44,"SJ Ward, LA King","Moral self-regulation, moral identity, and religiosity.",2018,"Journal of personality and social psychology","psycnet.apa.org","https://psycnet.apa.org/record/2018-34610-001","https://scholar.google.com/scholar?cites=468104205780518412&as_sdt=2005&sciodt=0,5&hl=en",59,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,44,8.8,22,2,5,"The association between religiosity and morality identified in self-reports has received limited support from studies of actual behavior. We propose that religiosity variables are …",NA,"https://scholar.google.com/scholar?q=related:DAZqh0sKfwYJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"188",41,"TA Klimstra, EE Noftle, K Luyckx, ...","Personality development and adjustment in college: A multifaceted, cross-national view.",2018,"… personality and social …","psycnet.apa.org","https://psycnet.apa.org/record/2018-34832-008","https://scholar.google.com/scholar?cites=15207407079266413910&as_sdt=2005&sciodt=0,5&hl=en",60,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,41,8.2,10,4,5,"The current study is among the first to examine rank-order stability and mean-level change across college in both broad Big Five personality trait domains (eg, Neuroticism) and the …","https://research.tilburguniversity.edu/files/29155672/Personality_development_and_adjustment_in_college_JPSP_2018_post_print.pdf","https://scholar.google.com/scholar?q=related:Vm1vkiqQC9MJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"189",45,"L Chanes, JB Wormwood, N Betz, ...","Facial expression predictions as drivers of social perception.",2018,"… of personality and social …","psycnet.apa.org","https://psycnet.apa.org/record/2018-03405-001","https://scholar.google.com/scholar?cites=18258665178003314302&as_sdt=2005&sciodt=0,5&hl=en",61,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,45,9,11,4,5,"Emerging perspectives in neuroscience indicate that the brain functions predictively, constantly anticipating sensory input based on past experience. According to these …","https://psycnet.apa.org/manuscript/2018-03405-001.pdf","https://scholar.google.com/scholar?q=related:fpaupz3PY_0J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"190",44,"SC Rudert, D Sutter, VC Corrodi, ...","Who's to blame? Dissimilarity as a cue in moral judgments of observed ostracism episodes.",2018,"… and social psychology","psycnet.apa.org","https://psycnet.apa.org/record/2018-28950-002","https://scholar.google.com/scholar?cites=2056216280265520685&as_sdt=2005&sciodt=0,5&hl=en",62,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,44,8.8,11,4,5,"When observing an ostracism episode, observers may wish to know whether ostracism is justified or not. If ostracism appears unjustified, observers will likely blame the sources and …","https://edoc.unibas.ch/61024/1/20180425210023_5ae0d04792c06.pdf","https://scholar.google.com/scholar?q=related:LfaZBtAliRwJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"191",47,"S Mueller, J Wagner, J Smith, MC Voelkle, ...","The interplay of personality and functional health in old and very old age: Dynamic within-person interrelations across up to 13 years.",2018,"… and Social Psychology","psycnet.apa.org","https://psycnet.apa.org/journals/psp/115/6/1127/","https://scholar.google.com/scholar?cites=255079318958312822&as_sdt=2005&sciodt=0,5&hl=en",63,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,47,9.4,9,5,5,"Conceptual and empirical work has long suggested that personality and health are closely intertwined later in life. Little is known, however, about the nature and direction of time …",NA,"https://scholar.google.com/scholar?q=related:dg0PBEo5igMJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"192",43,"KS Zee, JV Cavallo, AJ Flores, N Bolger, ...","Motivation moderates the effects of social support visibility.",2018,"… and Social Psychology","psycnet.apa.org","https://psycnet.apa.org/record/2018-03575-001","https://scholar.google.com/scholar?cites=11395530660078851744&as_sdt=2005&sciodt=0,5&hl=en",64,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,43,8.6,9,5,5,"Social support can sometimes have negative consequences for recipients. One way of circumventing these negative effects is to provide support in an 'invisible'or indirect manner …","https://psycnet.apa.org/manuscript/2018-03575-001.pdf","https://scholar.google.com/scholar?q=related:oJYSXcIOJZ4J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"193",44,"DB Newman, J Schug, M Yuki, J Yamada, ...","The negative consequences of maximizing in friendship selection.",2018,"… and Social Psychology","psycnet.apa.org","https://psycnet.apa.org/record/2017-08700-001","https://scholar.google.com/scholar?cites=4185547271275702682&as_sdt=2005&sciodt=0,5&hl=en",65,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,44,8.8,9,5,5,"Previous studies have shown that the maximizing orientation, reflecting a motivation to select the best option among a given set of choices, is associated with various negative …","https://www.davidbenjaminnewman.com/uploads/1/3/2/7/132771163/jpsp-2018-maximizing_friendship_selection.pdf","https://scholar.google.com/scholar?q=related:mmn-NhENFjoJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"194",43,"H Aaldering, FS Ten Velden, GA van Kleef, ...","Parochial cooperation in nested intergroup dilemmas is reduced when it harms out-groups.",2018,"… personality and social …","psycnet.apa.org","https://psycnet.apa.org/record/2018-04443-001","https://scholar.google.com/scholar?cites=9784526244922372017&as_sdt=2005&sciodt=0,5&hl=en",66,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,43,8.6,11,4,5,"In intergroup settings, humans often contribute to their in-group at a personal cost. Such parochial cooperation benefits the in-group and creates and fuels intergroup conflict when it …","https://scholarlypublications.universiteitleiden.nl/access/item%3A2903951/download","https://scholar.google.com/scholar?q=related:sa8VdMeeyYcJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"195",42,"K Izuma, K Kennedy, A Fitzjohn, ...","Neural activity in the reward-related brain regions predicts implicit self-esteem: A novel validity test of psychological measures using neuroimaging.",2018,"… personality and social …","psycnet.apa.org","https://psycnet.apa.org/journals/psp/114/3/343/","https://scholar.google.com/scholar?cites=1444878351211887906&as_sdt=2005&sciodt=0,5&hl=en",67,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,42,8.4,11,4,5,"Self-esteem, arguably the most important attitudes an individual possesses, has been a premier research topic in psychology for more than a century. Following a surge of interest in …","https://eprints.whiterose.ac.uk/126293/1/Izuma_JPSP_final.pdf","https://scholar.google.com/scholar?q=related:Iv2igzQ9DRQJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"196",36,"E Stamkou, GA van Kleef, AC Homan","The art of influence: When and why deviant artists gain impact.",2018,"Journal of Personality and …","psycnet.apa.org","https://psycnet.apa.org/record/2018-34832-006","https://scholar.google.com/scholar?cites=14332250825514465622&as_sdt=2005&sciodt=0,5&hl=en",68,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,36,7.2,12,3,5,"Some artists rise to fame, while others sink into oblivion. What determines whether artists make an impact? Considering deviance in its sociohistorical context, we propose that artists …","https://www.researchgate.net/profile/Eftychia-Stamkou/publication/326743301_The_art_of_influence_When_and_why_deviant_artists_gain_impact/links/5b8cdda74585151fd1447cbe/The-art-of-influence-When-and-why-deviant-artists-gain-impact.pdf","https://scholar.google.com/scholar?q=related:VrmWtjBi5sYJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"197",40,"CY Chen, M Rossignac-Milon, ...","Feeling distressed from making decisions: Assessors' need to be right.",2018,"Journal of personality and …","psycnet.apa.org","https://psycnet.apa.org/record/2018-05573-001","https://scholar.google.com/scholar?cites=16692461419380708372&as_sdt=2005&sciodt=0,5&hl=en",69,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,40,8,13,3,5,"Our research posits that decision-making is particularly distressing for individuals with high assessment tendencies. Assessment involves truth concerns about making the “right” …","https://blogs.cuit.columbia.edu/mayarossignacmilon/files/2018/08/Chen.Rossignac-Milon.Higgins.JPSP_.2018.pdf","https://scholar.google.com/scholar?q=related:FJQZcTiJp-cJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"198",38,"F Cheung","Income redistribution predicts greater life satisfaction across individual, national, and cultural characteristics.",2018,"Journal of Personality and Social Psychology","psycnet.apa.org","https://psycnet.apa.org/record/2017-33355-001","https://scholar.google.com/scholar?cites=10944873197720053732&as_sdt=2005&sciodt=0,5&hl=en",70,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,38,7.6,38,1,5,"The widening income gap between the rich and the poor has important social implications. Governmental-level income redistribution through tax and welfare policies presents an …","https://hub.hku.hk/bitstream/10722/248200/1/content.pdf?accept=1","https://scholar.google.com/scholar?q=related:5CfMVS8A5JcJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"199",34,"J Prager, JI Krueger, K Fiedler","Towards a deeper understanding of impression formation—New insights gained from a cognitive-ecological perspective.",2018,"… personality and social psychology","psycnet.apa.org","https://psycnet.apa.org/record/2018-31268-001","https://scholar.google.com/scholar?cites=8187245305453918238&as_sdt=2005&sciodt=0,5&hl=en",71,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,34,6.8,11,3,5,"Impression formation is a basic module of fundamental research in social cognition, with broad implications for applied research on interpersonal relations, social attitudes …","https://osf.io/94c8p/download","https://scholar.google.com/scholar?q=related:HriQODrwnnEJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"200",40,"MK Hofer, HK Collins, AV Whillans, ...","Olfactory cues from romantic partners and strangers influence women's responses to stress.",2018,"… of Personality and Social …","psycnet.apa.org","https://psycnet.apa.org/journals/psp/114/1/1/","https://scholar.google.com/scholar?cites=1239921847983891645&as_sdt=2005&sciodt=0,5&hl=en",72,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,40,8,10,4,5,"The scent of another person can activate memories, trigger emotions, and spark romantic attraction; however, almost nothing is known about whether and how human scents …",NA,"https://scholar.google.com/scholar?q=related:vWRT8lkWNREJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"201",38,"SJ Ward, LA King","Individual differences in reliance on intuition predict harsher moral judgments.",2018,"Journal of Personality and Social Psychology","psycnet.apa.org","https://psycnet.apa.org/journals/psp/114/5/825/","https://scholar.google.com/scholar?cites=909043068954042285&as_sdt=2005&sciodt=0,5&hl=en",73,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,38,7.6,19,2,5,"The notion that intuition guides moral judgment is widely accepted. Yet, there is a dearth of research examining whether individual differences in reliance on intuition influence moral …",NA,"https://scholar.google.com/scholar?q=related:rV-J2tqRnQwJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"202",38,"S Joel, EA Impett, SS Spielmann, ...","How interdependent are stay/leave decisions? On staying in the relationship for the sake of the romantic partner.",2018,"… and Social Psychology","psycnet.apa.org","https://psycnet.apa.org/journals/psp/115/5/805/","https://scholar.google.com/scholar?cites=6805980961726712341&as_sdt=2005&sciodt=0,5&hl=en",74,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,38,7.6,10,4,5,"The decision to end a romantic relationship can have a life-changing impact on the partner as well as the self. Research on close relationships has thus far focused on self-interested …","https://www.emilyimpett.com/s/2018-JPSP-Joel-et-al.pdf","https://scholar.google.com/scholar?q=related:FcrKA6Czc14J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"203",34,"BJ Lucas, NS Kteily","(Anti-) egalitarianism differentially predicts empathy for members of advantaged versus disadvantaged groups.",2018,"Journal of Personality and Social Psychology","psycnet.apa.org","https://psycnet.apa.org/journals/psp/114/5/665/","https://scholar.google.com/scholar?cites=9038614483234101075&as_sdt=2005&sciodt=0,5&hl=en",75,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,34,6.8,17,2,5,"We explore the relationship between group-based egalitarianism and empathy for members of advantaged groups (eg, corporate executives; state officials) versus disadvantaged …",NA,"https://scholar.google.com/scholar?q=related:U5fe3vubb30J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"204",30,"HS Ryon, MEJ Gleason","Reciprocal support and daily perceived control: Developing a better understanding of daily support transactions across a major life transition.",2018,"… of Personality and Social Psychology","psycnet.apa.org","https://psycnet.apa.org/record/2018-31349-001","https://scholar.google.com/scholar?cites=10370517075467283030&as_sdt=2005&sciodt=0,5&hl=en",76,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,30,6,15,2,5,"A paradox of social support has been well documented: believing that support is available and perceiving high levels of it has well-established mental health benefits, but the actual …","https://psycnet.apa.org/manuscript/2018-31349-001.pdf","https://scholar.google.com/scholar?q=related:VqpZtFV6648J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"205",39,"E Levine, J Hart, K Moore, E Rubin, ...","The surprising costs of silence: Asymmetric preferences for prosocial lies of commission and omission.",2018,"… personality and social …","psycnet.apa.org","https://psycnet.apa.org/record/2017-49273-001","https://scholar.google.com/scholar?cites=15777757079416762937&as_sdt=2005&sciodt=0,5&hl=en",77,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,39,7.8,8,5,5,"Abstract Across 7 experiments (N= 3883), we demonstrate that communicators and targets make egocentric moral judgments of deception. Specifically, communicators focus more on …","https://drive.google.com/file/d/1U15qpxt4-kkO9c9eKhXG-JvzOYAB5z6r/view","https://scholar.google.com/scholar?q=related:OXIKN3ja9doJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"206",35,"HO Hounkpatin, CJ Boyce, G Dunn, ...","Modeling bivariate change in individual differences: Prospective associations between personality and life satisfaction.",2018,"… of Personality and Social …","psycnet.apa.org","https://psycnet.apa.org/record/2017-40995-001","https://scholar.google.com/scholar?cites=10210164477256843272&as_sdt=2005&sciodt=0,5&hl=en",78,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,35,7,9,4,5,"A number of structural equation models have been developed to examine change in 1 variable or the longitudinal association between 2 variables. The most common of these are …","https://psycnet.apa.org/journals/psp/115/6/e12.pdf","https://scholar.google.com/scholar?q=related:CMA0DX_KsY0J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"207",31,"M Lee, M Pitesa, MM Pillutla, S Thau","Perceived entitlement causes discrimination against attractive job candidates in the domain of relatively less desirable jobs.",2018,"Journal of Personality and …","psycnet.apa.org","https://psycnet.apa.org/journals/psp/114/3/422/","https://scholar.google.com/scholar?cites=16179282225462814750&as_sdt=2005&sciodt=0,5&hl=en",79,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,31,6.2,8,4,5,"People generally hold positive stereotypes of physically attractive people and because of those stereotypes often treat them more favorably. However, we propose that some beliefs …","https://ink.library.smu.edu.sg/cgi/viewcontent.cgi?article=6363&context=lkcsb_research","https://scholar.google.com/scholar?q=related:HqiAaXZbiOAJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"208",32,"JM Rohrer, B Egloff, M Kosinski, D Stillwell, ...","In your eyes only? Discrepancies and agreement between self-and other-reports of personality from age 14 to 29.",2018,"Journal of Personality …","psycnet.apa.org","https://psycnet.apa.org/record/2017-07265-001","https://scholar.google.com/scholar?cites=7308450890032956702&as_sdt=2005&sciodt=0,5&hl=en",80,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,32,6.4,6,5,5,"Do others perceive the personality changes that take place between the ages of 14 and 29 in a similar fashion as the aging person him-or herself? This cross-sectional study analyzed …","https://core.ac.uk/download/pdf/78917608.pdf","https://scholar.google.com/scholar?q=related:HkXN1lzVbGUJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"209",31,"M Kouchaki, IH Smith, K Savani","Does deciding among morally relevant options feel like making a choice? How morality constrains people's sense of choice.",2018,"… personality and social psychology","psycnet.apa.org","https://psycnet.apa.org/record/2018-35973-001","https://scholar.google.com/scholar?cites=18165792631721682995&as_sdt=2005&sciodt=0,5&hl=en",81,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,31,6.2,10,3,5,"We demonstrate that a difference exists between objectively having and psychologically perceiving multiple-choice options of a given decision, showing that morality serves as a …","https://www.krishnasavani.com/wordpress/wp-content/uploads/2018/08/Kouchaki_Smith_Savani_2018.pdf","https://scholar.google.com/scholar?q=related:M-gt7SbcGfwJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"210",29,"MK Dooley, K Sweeny, JL Howell, ...","Perceptions of romantic partners' responsiveness during a period of stressful uncertainty.",2018,"… and social psychology","psycnet.apa.org","https://psycnet.apa.org/record/2018-35079-001","https://scholar.google.com/scholar?cites=10424389663024745181&as_sdt=2005&sciodt=0,5&hl=en",82,2023-08-22 16:14:40,NA,NA,NA,NA,NA,NA,NA,NA,29,5.8,7,4,5,"Whether awaiting biopsy results, a grade on a midterm, or a decision from a journal editor, people feel distressed as they wait for uncertain news. In the present study, we investigated …","https://escholarship.org/content/qt2fj4s8sz/qt2fj4s8sz.pdf","https://scholar.google.com/scholar?q=related:3QrY8CrfqpAJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
